KEGGID	Name	GeneList
D00334	Gemfibrozil (JAN/USP/INN), Lopid (TN)	5465
D00335	Glipizide (USP/INN), Glucotrol (TN)	6833
D00336	Diabeta (TN), Glibenclamide (JP17/INN), Glyburide (USP), Glynase (TN), Micronase (TN)	3767, 6833
D00337	Guaifenesin (JP17/USP/INN), Hustosil (TN), Robitussin (TN)	 
D00338	Halazepam (USAN/INN), Paxipam (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00339	Haloprogin (JAN/USAN/INN), Halotex (TN)	 
D00340	Esidrix (TN), Hydrochlorothiazide (JP17/USP/INN), Microzide (TN)	6559
D00341	Droxia (TN), Hydrea (TN), Hydroxycarbamide (JAN/INN), Hydroxyurea (USP)	6241
D00342	Dendrid (TN), Herplex (TN), Idoxuridine (JP17/USP/INN)	 
D00343	Ifex (TN), Ifosfamide (JAN/USP/INN)	 
D00344	Imipenem and cilastatin sodium (JP17), Primaxin (TN)	 
D00345	Indapamide (JP17/USP), Lozol (TN), Natrix (TN)	6559
D00346	Isoniazid (JP17/USP/INN), Laniazid (TN)	 
D00347	Ismotic (TN), Isobide (TN), Isosorbide (JP17/USP/INN)	 
D00348	Absorica (TN), Accutane (TN), Isotretinoin (USP), Sotret (TN)	5914, 5915, 5916
D00349	Dynacirc (TN), Isradipine (USP/INN)	775, 776, 778, 779
D00350	Itraconazole (JP17/USAN), Itrizole (TN), Sporanox (TN)	 
D00351	Ketoconazole (JP17/USP), Nizoral (TN), Xolegel (TN)	 
D00352	Cephulac (TN), Chronulac (TN), Lactulose (JP17/USP/INN)	 
D00353	Epivir (TN), Lamivudine (JAN/USP/INN)	 
D00354	Lamictal (TN), Lamotrigine (JAN/USAN/INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00355	Lansoprazole (JP17/USP/INN), Prevacid (TN)	495, 496
D00356	Latanoprost (JAN/USAN/INN), Xalatan (TN)	5737
D00357	Cozaar (TN), Losartan potassium (JP17/USAN)	185
D00358	Dentipatch (TN), Lidocaine (JP17/USP/INN), Xylocaine (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00359	Lovastatin (USP/INN), MK-803, ML-530B, Mevacor (TN)	3156
D00360	Kwell (TN), Lindane (USP/INN)	 
D00361	Levothyroxine sodium and liothyronine sodium, Liotrix (USP), Thyrolar (TN)	 
D00362	Lisinopril (USP), Lisinopril dihydrate, Lisinopril hydrate (JP17), Prinivil (TN), Zestril (TN)	1636
D00363	Gleostine (TN), Lomustine (USAN/INN)	 
D00364	Claritin (TN), Loratadine (JAN/USAN/INN)	3269
D00365	Ativan (TN), Lorazepam (JP17/USP/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00366	Diapid (TN), Lypressin (USP/INN)	552, 553, 554
D00367	Mazindol (JAN/USP/INN), Sanorex (TN)	6530, 6531, 6532
D00368	Mebendazole (JAN/USP/INN), Vermox (TN)	 
D00369	Alkeran (TN), Melphalan (JP17/USP/INN)	 
D00370	Restoril (TN), Temazepam (USP/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00371	Elixophyllin (TN), Quibron-t (TN), Theo-24 (TN), Theodur G (TN), Theolair (TN), Theophylline (JP17), Uniphyl (TN)	10846, 134, 136, 27115, 50940, 5136, 5137, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5150, 5151, 5153, 8622
D00372	Mintezol (TN), Thiabendazole (USP), Tiabendazole (JAN/INN)	 
D00373	Mellaril-S (TN), Thioridazine (USP/INN)	1813
D00374	Navane (TN), Thiothixene (USP), Tiotixene (JAN)	1812, 1813
D00375	Mephenytoin (USP/INN), Mesantoin (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00376	Equanil (TN), Meprobamate (JAN/USP/INN), Miltown (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00377	Apriso (TN), Asacol (TN), Canasa (TN), Delzicol (TN), Lialda (TN), Mesalamine (TN), Mesalamine (USP), Mesalazine (JP17/INN), Pentasa (TN), Rowasa (TN), Sfrowasa (TN)	 
D00378	Betimol (TN), Timolol (USAN), Timolol hemihydrate	153, 154
D00379	Tolazamide (JAN/USP/INN), Tolinase (TN)	3767, 6833
D00380	Orinase (TN), Tolbutamide (JP17/USP/INN)	3767, 6833
D00381	Separin (TN), Tinactin (TN), Tolnaftate (JP17/USP/INN)	 
D00382	Demadex (TN), Luprac (TN), Torasemide (JAN/INN), Torsemide (USP)	6557, 6558
D00383	Mavik (TN), Trandolapril (JAN/INN)	1636
D00384	Enzactin (TN), Triacetin (USP/INN)	 
D00385	Aristocort (TN), Kenacort (TN), Triamcinolone (JP17/USP/INN)	2908
D00386	Dyrenium (TN), Triamterene (JP17/USP/INN)	4306, 6337, 6338, 6340
D00387	Halcion (TN), Triazolam (JAN/USP/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00388	Triclofos sodium (JP17/USAN), Tricloryl (TN)	 
D00389	Dianabol (TN), Metandienone (INN), Methandrostenolone	367
D00390	Triflupromazine (USP/INN), Vesprin (TN)	1813
D00391	Trifluridine (JAN/USP/INN), Viroptic (TN)	 
D00392	Tridione (TN), Trimethadione (JP17/INN)	 
D00393	Hexamine (JAN), Hexamine (TN), Methenamine (USP/INN)	 
D00394	Trimipramine (USAN/INN)	6530, 6532
D00395	Rezulin (TN), Troglitazone (JAN/USAN/INN)	5468
D00396	THAM (TN), Trometamol (JAN/INN), Tromethamine (USP)	 
D00397	Mydriacyl (TN), Tropicamide (JP17/USP/INN)	1128, 1129, 1131, 1132, 1133
D00398	Valaciclovir hydrochloride (JP17), Valacyclovir hydrochloride (USAN), Valtrex (TN)	 
D00399	Depakene (TN), Valproic acid (USP)	18, 2571, 2572, 7915, 8911, 8912, 8913
D00400	Diovan (TN), Valsartan (JP17/USAN/INN)	185
D00401	Methimazole (USP), Tapazole (TN), Thiamazole (JP17/INN)	7173
D00402	Delaxin (TN), Methocarbamol (JAN/USP/INN), Robaxin (TN)	 
D00403	Levomepromazine (USAN/INN), Levoprome (TN), Methotrimeprazine (USP)	1813
D00404	Celontin (TN), Mesuximide (INN), Methsuximide (USP)	8911, 8912, 8913
D00405	Aldomet (TN), Methyldopa (USP), Methyldopa hydrate (JP17)	150, 151, 152
D00406	Vidarabine (USP), Vidarabine monohydrate, Vira-A (TN)	 
D00407	Medrol (TN), Methylprednisolone (JP17/USP/INN)	2908
D00408	Android (TN), Methyltestosterone (JP17/USP/INN), Testred (TN)	367
D00409	Flagyl (TN), Metrogel-vaginal (TN), Metronidazole (JP17/USP/INN), Noritate (TN)	 
D00410	Metopirone (TN), Metyrapone (JP17/USP/INN)	1584
D00411	Accolate (TN), Zafirlukast (JAN/USAN/INN)	10800
D00412	Hivid (TN), Zalcitabine (JAN/USP/INN)	 
D00413	Retrovir (TN), Zidovudine (JP17/USP/INN)	 
D00414	Zileuton (USP/INN), Zyflo (TN)	240
D00415	Zolmitriptan (JAN/USAN/INN), Zomig (TN)	3351, 3352
D00416	Miconazole (JP17/USP/INN), Monistat (TN)	 
D00417	Milrila (TN), Milrinone (JAN/USP/INN)	5139, 5140
D00418	Loniten (TN), Minoxidil (JAN/USP/INN), Riup (TN), Rogaine (TN)	3767, 6833
D00419	Cytotec (TN), Misoprostol (JAN/USAN/INN)	5732, 5733, 5734
D00420	Lysodren (TN), Mitotane (JAN/USP/INN)	1586
D00421	Altace (TN), Ramipril (USP/INN)	1636
D00422	Ranitidine (TN), Ranitidine (USAN/INN)	3274
D00423	Copegus (TN), Rebetol (TN), Ribasphere (TN), Ribavirin (JP17/USP/INN), Virazole (TN)	 
D00424	Mycobutin (TN), Rifabutin (JAN/USP/INN)	 
D00425	Nabumetone (JP17/USP/INN), Relafen (TN)	5742, 5743
D00426	Risperdal (TN), Risperidone (JP17/USAN/INN)	1813, 3356
D00427	Norvir (TN), Ritonavir (JAN/USAN/INN)	 
D00428	Disalcid (TN), Salsalate (USP/INN), Sasapyrine (JAN)	5742, 5743
D00429	Fortovase (TN), Saquinavir (JAN/USP/INN)	 
D00430	Secobarbital (USP/INN), Seconal (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00431	Metolazone (JAN/USP/INN), Zaroxolyn (TN)	6559
D00432	Corgard (TN), Nadolol (JP17/USP/INN)	153, 154
D00433	Silvadene (TN), Sulfadiazine silver (JP17), Sulfadiazine, silver (USP)	 
D00434	MK-733, Simvastatin (JP17/USP/INN), Zocor (TN)	3156
D00435	Nevirapine (JAN/USP/INN), Viramune (TN)	 
D00436	Niclocide (TN), Niclosamide (USAN/INN)	 
D00437	Adalat (TN), Afeditab CR (TN), Nifedipine (JP17/USP/INN), Procardia (TN)	775, 776, 778, 779
D00438	Nimodipine (USAN/INN), Nimotop (TN), Nymalize (TN)	775, 776, 778, 779
D00439	Furadantin (TN), Nitrofurantoin (JAN/USP/INN)	 
D00440	Acinon (TN), Axid (TN), Nizatidine (JP17/USP/INN)	3274
D00441	Octabenzone (USAN)	 
D00442	Octreotide (USAN/INN)	6752
D00443	Aldactone (TN), Spironolactone (JP17/USP/INN)	4306
D00444	Stanozolol (JAN/USP/INN), Winstrol (TN)	367
D00445	Sanilvudine (JAN), Stavudine (USAN/INN), Zerit (TN)	 
D00446	Carafate (TN), Sucralfate (USP/INN), Sucralfate hydrate (JP17)	 
D00447	Gantanol (TN), Sulfamethoxazole (JP17/USP/INN)	 
D00448	Azulfidine (TN), Salazosulfapyridine (JP17), Sulfasalazine (USP/INN)	 
D00449	Anturane (TN), Sulfinpyrazone (JAN/USP/INN)	 
D00450	Gantrisin (TN), Sulfafurazole (INN), Sulfisoxazole (JP17/USP)	 
D00451	Imigran (TN), Imitrex (TN), Sumatriptan (JAN/USP/INN)	3351, 3352
D00452	Profenal (TN), Suprofen (JAN/USP/INN)	 
D00453	Floxin (TN), OFLX, Ofloxacin (JP17/USP/INN)	 
D00454	Olanzapine (JAN/USAN/INN), Zyprexa (TN)	146, 147, 148, 1813, 1814, 1815, 3269, 3356, 3357, 3358, 3362
D00455	Omeprazole (JP17/USP/INN), Prilosec (TN)	495, 496
D00456	Ondansetron (JAN/USP/INN), Zofran ODT (TN)	170572, 200909, 285242, 3359, 9177
D00457	Doral (TN), Quazepam (JAN/USP/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00458	Quetiapine fumarate (JP17/USAN), Seroquel (TN)	1813, 3356
D00459	Accupril (TN), Quinapril hydrochloride (JP17/USP)	1636
D00460	Mansil (TN), Oxamniquine (USAN/INN), Vansil (TN)	 
D00461	Hydromox (TN), Quinethazone (JAN/INN)	6557, 6559
D00462	Oxandrin (TN), Oxandrolone (JAN/USP/INN)	367
D00463	Daypro (TN), Oxaprozin (JP17/USAN/INN)	5742, 5743
D00464	Oxazepam (JAN/USP/INN), Serax (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00465	Anturol (TN), Oxybutynin (USAN/INN), Oxytrol (TN)	1128, 1129, 1131, 1132, 1133
D00466	Pentcillin (TN), Piperacillin sodium (JP17/USP), Pipracil (TN)	 
D00467	Pipobroman (JAN/USAN/INN), Vercyte (TN)	 
D00468	Mithracin (TN), Plicamycin (USP/INN)	 
D00469	Pralidoxime (INN), Pralidoxime chloride (USP), Protopam (TN)	43
D00470	Centrax (TN), Prazepam (JP17/USAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00471	Biltricide (TN), Praziquantel (JAN/USP/INN)	 
D00472	Delta-cortef (TN), Prednisolone (JP17/USP/INN)	2908
D00473	Deltasone (TN), Meticorten (TN), Prednisone (USP), Prednisone monohydrate, Rayos (TN)	2908
D00474	Mysoline (TN), Primidone (JP17/USP/INN)	 
D00475	Benemid (TN), Probenecid (JP17/USP/INN)	 
D00476	Lorelco (TN), Probucol (JP17/USP/INN)	 
D00477	Procainamide hydrochloride (JP17/USP), Procan SR (TN), Procanbid (TN), Pronestyl (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00478	Matulane (TN), Procarbazine hydrochloride (JP17/USP)	 
D00479	Compazine (TN), Prochlorperazine maleate (JP17/USP)	1813
D00480	Phenergan (TN), Promethazine hydrochloride (JP17/USP), Promethegan (TN)	3269
D00481	Pro-banthine (TN), Propantheline bromide (JP17/USP/INN)	1128, 1129, 1131, 1132, 1133
D00482	Darvon (TN), Dextropropoxyphene hydrochloride, Propoxyphene hydrochloride (USP)	4988
D00483	Inderal (TN), Innopran XL (TN), Propranolol hydrochloride (JP17/USP)	153, 154, 155
D00484	Protriptyline hydrochloride (USP), Vivactil (TN)	6530, 6532
D00485	Pseudoephedrine hydrochloride (USP), Sudafed (TN)	146, 147, 148, 150, 151, 152, 153, 154, 155
D00486	Antiminth (TN), Pyrantel pamoate (JP17/USP)	 
D00487	Mestinon (TN), Pyridostigmine bromide (JP17/USP/INN)	43
D00488	Daraprim (TN), Pyrimethamine (JAN/USP/INN)	 
D00489	Povan (TN), Pyrvinium pamoate (JAN/USP)	 
D00490	Anadrol-50 (TN), Oxymetholone (JP17/USP/INN)	367
D00491	Abraxane (TN), Paclitaxel (JAN/USP/INN), Taxol (TN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D00492	Pancuronium bromide (JP17/USAN/INN), Pavulon (TN)	1135, 1136, 1137, 1138, 1139, 1141, 1142, 1143, 55584, 57053, 8973
D00493	Compro (TN), Prochlorperazine (JAN/USP/INN)	1813
D00494	Promethazine (JAN/INN)	3269
D00495	Paradione (TN), Paramethadione (INN)	775, 776, 778, 779
D00496	Cuprimine (TN), Depen (TN), Penicillamine (JAN/USP/INN)	 
D00497	Penicillin V potassium (USP), Phenoxymethylpenicillin potassium (JAN), Veetids (TN)	 
D00498	Fortral (TN), Pentazocine (JP17/USP/INN)	4986, 4988
D00499	Nembutal (TN), Pentobarbital (USP/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00500	Nembutal sodium (TN), Pentobarbital sodium (JAN/USP)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00501	Pentoxifylline (JAN/USP/INN), Pentoxil (TN), Trental (TN)	 
D00502	Pergolide mesilate (JAN), Pergolide mesylate (USP), Permax (TN)	1812, 1813
D00503	Perphenazine (JP17/USP/INN), Trilafon (TN)	1813
D00504	Phenacemide (JAN/INN), Phenurone (TN)	 
D00505	Nardil (TN), Phenelzine sulfate (USP)	4128, 4129
D00506	Luminal (TN), Phenobarbital (JP17/USP/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00507	Dibenzyline (TN), Phenoxybenzamine hydrochloride (USP)	146, 147, 148, 150, 151, 152
D00508	Milontin (TN), Phensuximide (USP/INN)	 
D00509	Phentolamine mesilate (JAN/INN), Phentolamine mesylate (USP), Regitine (TN)	146, 147, 148, 150, 151, 152
D00510	Azolid (TN), Phenylbutazone (JP17/USP/INN)	5742, 5743
D00511	Neo-synephrine (TN), Phenylephrine hydrochloride (JP17/USP)	146, 147, 148
D00512	Dilantin (TN), Phenytoin (JP17/USP/INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00513	Blocklin-L (TN), Carvisken (TN), Pindolol (JP17/USP/INN), Visken (TN)	153, 154, 155
D00514	Dexdor (TN), Dexmedetomidine (USAN/INN), Precedex (TN)	150, 151, 152
D00515	Glyceryl trinitrate, Minitran (TN), Nitro-bid (TN), Nitro-dur (TN), Nitroglycerin (JP17/USP), Nitromist (TN), Transderm-nitro (TN)	 
D00516	Dilatrate-sr (TN), Isordil (TN), Isosorbide dinitrate (JP17/USP/INN)	 
D00517	Amyl nitrite (JP17/USP), Aspiral (TN), Vaporole (TN)	2977, 2982, 2983
D00518	Daranide (TN), Dichlorphenamide (USP), Diclofenamide (JAN/INN), Keveyis (TN)	11238, 23632, 377677, 759, 760, 761, 762, 763, 765, 766, 767, 768, 771
D00519	Chlorothiazide (JAN/USP/INN), Diuril (TN)	6559
D00520	Dimenhydrinate (JP17/USP/INN), Dramamine (TN)	3269
D00521	Seldane (TN), Terfenadine (JAN/USAN/INN)	3269, 3757
D00522	Candesartan (USAN/INN)	185
D00523	Avapro (TN), Irbesartan (JP17/USAN/INN)	185
D00524	Carbachol (JAN/USP/INN), Miostat (TN)	1128, 1129, 1131, 1132, 1133
D00525	Ocusert pilo-20 (TN), Pilocarpine (JAN/USP)	1129, 1131
D00526	Cromolyn sodium (USP), Gastrocrom (TN), Intal (TN), Sodium cromoglicate (JP17)	 
D00527	Alocril (TN), Nedocromil sodium (USAN), Tilade (TN)	 
D00528	Anhydrous caffeine (JP17), Anhydrous caffeine (TN), Caffeine (USP), Respia (TN)	134, 135, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5153, 8654
D00529	Montelukast sodium (JP17/USAN), Singulair (TN)	10800
D00530	Sonata (TN), Zaleplon (JAN/USAN/INN)	2554
D00531	Benzalin (TN), Nitrazepam (JP17/USAN/INN), Nitrazepam (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00532	Doriden (TN), Glutethimide (JAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00533	Oxcarbazepine (JAN/USAN/INN), Oxtellar (TN), Trileptal (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00534	Malathion (USP), Ovide (TN)	 
D00535	Sabril (TN), Vigabatrin (JAN/USAN/INN)	18
D00536	Felbamate (USAN/INN), Felbatol (TN)	116443, 116444, 2902, 2903, 2904, 2905, 2906
D00537	Topamax (TN), Topiramate (JAN/USAN/INN), Trokendi xr (TN)	11280, 2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 2890, 2891, 2892, 2893, 2897, 2898, 2899, 2900, 2901, 55879, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336, 760, 762, 775, 776, 778, 779
D00538	Excegran (TN), Zonisamide (JP17/USAN/INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336, 8911, 8912, 8913
D00539	Ethosuximide (JP17/USP/INN), Zarontin (TN)	8911, 8912, 8913
D00540	Cuvposa (TN), Glycopyrrolate (USP), Glycopyrronium bromide (JAN/INN), Robinul (TN), Seebri breezhaler (TN)	1131
D00541	Hycanthone (USAN/INN)	 
D00542	Fluothane (TN), Halothane (JP17/USP/INN)	 
D00543	Enflurane (JP17/USP/INN), Ethrane (TN)	 
D00544	Methoxyflurane (USP/INN), Penthrane (TN)	 
D00545	Forane (TN), Isoflurane (JP17/USP/INN)	 
D00546	Desflurane (JAN/USP/INN), Suprane (TN)	 
D00547	Sevoflurane (JP17/USAN/INN), Ultane (TN)	 
D00548	Amidate (TN), Etomidate (USAN/INN)	2554
D00549	Diprivan (TN), Propofol (JAN/USAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00550	Buccolam (TN), Dormicum (TN), Midazolam (JAN/USP/INN), Nayzilam (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00551	Amethocaine, Amethocaine (TN), Tetracaine (USP/INN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00552	Benzocaine (USP/INN), Ethyl aminobenzoate (JP17), Parathesin (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00553	Prilocaine (USP/INN), Propitocaine (JAN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D00554	Estinyl (TN), Ethinyl estradiol (USP), Ethinylestradiol (JP17/INN)	2099
D00555	Amobarbital (JP17/INN), Isomytal (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D00556	Aminophenazone (INN), Aminopyrine (JAN)	 
D00557	Methaqualone (JAN/USAN/INN)	 
D00558	Carbidopa (USP), Carbidopa hydrate (JP17), Lodosyn (TN)	1644
D00559	Mirapex (TN), Pramipexole dihydrochloride monohydrate, Pramipexole hydrochloride (USAN), Pramipexole hydrochloride hydrate (JAN)	1813, 1814, 1815
D00560	Orap (TN), Pimozide (JP17/USP/INN)	1813, 1814
D00561	SerLect (TN), Sertindole (USAN/INN)	1813, 3356
D00562	Propylthiouracil (JP17/USP/INN), Propylthiouracil (TN)	1733, 1734, 7173
D00563	Mirtazapine (JAN/USAN/INN), Reflex (TN), Remeron (TN)	150, 151, 152, 170572, 200909, 285242, 3356, 3357, 3358, 3359, 9177
D00564	Coumadin (TN), Jantoven (TN), Warfarin sodium (USP)	1728, 79001
D00565	Antara (TN), Fenofibrate (JAN/INN), Lipantil (TN), Lipofen (TN), Tricor (TN), Triglide (TN)	5465
D00566	Salsonin (TN), Sodium salicylate (JP17/USP)	5742, 5743
D00567	Celebrex (TN), Celecoxib (JAN/USAN/INN), Onsenal (TN)	5743
D00568	Rofecoxib (JAN/USAN/INN), Vioxx (TN)	5743
D00569	Phenacetin (JAN/INN)	 
D00570	Colchicine (JP17/USP), Colchicine (TN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D00571	Calcium disodium versenate (TN), Edetate calcium disodium anhydrous (USP)	 
D00572	Chemet (TN), Succimer (USAN/INN), meso-Dimercaptosuccinic acid	 
D00573	Goserelin acetate (JAN/USP), Zoladex (TN)	2798
D00574	Aminoglutethimide (USP/INN), Cytadren (TN)	1588
D00575	Mestranol (JP17/USP/INN)	2099, 2100
D00576	Estrovis (TN), Quinestrol (USAN/INN)	2099
D00577	Diethylstilbestrol (USP/INN), Stilbestrol (TN)	2099, 2100
D00578	Vfend (TN), Voriconazole (JP17/USAN/INN)	 
D00579	Foscarnet sodium (USAN/INN), Foscavir (TN)	 
D00580	Sulfadoxine (JAN/USP/INN)	 
D00581	Diiodohydroxyquinoline (INN), Iodoquinol (USP), Yodoxin (TN)	 
D00582	Pentostam (TN), Sodium stibogluconate (INN)	 
D00583	Rethio (TN), Tepadina (TN), Thioplex (TN), Thiotepa (JAN/USP/INN)	 
D00584	5-FU (TN), Adrucil (TN), Carac (TN), Fluoroplex (TN), Fluorouracil (JP17/USP/INN)	7298
D00585	Korlym (TN), Mifeprex (TN), Mifepristone (JAN/USAN/INN)	2908, 5241
D00586	Eulexin (TN), Flutamide (JP17/USP/INN)	367
D00587	Sulfadiazine (JAN/USP/INN), Sulfadiazine (TN), Sulfapyrimidine	 
D00588	Iquix (TN), LVFX, Levaquin (TN), Levofloxacin (USP), Levofloxacin hemihydrate, Levofloxacin hydrate (JP17), Quixin (TN)	 
D00589	GFLX, Gatiflo (TN), Gatifloxacin (USAN), Gatifloxacin hydrate (JAN), Tequin (TN), Zymar (TN), Zymaxid (TN)	 
D00590	SPFX, Sparfloxacin (JAN/USAN/INN), Zagam (TN)	 
D00591	Ethionamide (JP17/USP/INN), Trecator (TN)	 
D00592	Aczone (TN), Dapsone (USP), Diaphenylsulfone (JAN)	 
D00593	Amaryl (TN), Glimepiride (JP17/USP/INN)	6833
D00594	Prandin (TN), Repaglinide (JAN/USP/INN), Surepost (TN)	3767, 6833
D00595	Buformin (USAN/INN)	5562, 5563
D00596	Avandia (TN), Rosiglitazone maleate (JAN/USAN)	5468
D00597	Acebutolol hydrochloride (JP17/USP), Sectral (TN)	153
D00598	Betaxolol hydrochloride (JP17/USP), Betoptic (TN), Kerlone (TN)	153
D00599	Carteolol hydrochloride (JP17/USP), Cartrol (TN), Ocupress (TN)	153, 154, 155
D00600	Labetalol hydrochloride (JP17/USP), Normodyne (TN), Trandate (TN)	146, 147, 148, 153, 154
D00601	Lopressor (TN), Metoprolol tartrate (JP17/USP)	153
D00602	Levatol (TN), Penbutolol sulfate (JP17/USP)	153, 154, 155
D00603	Blocadren (TN), Istalol (TN), Timolol maleate (JP17/USP), Timoptic (TN)	153, 154
D00604	Catapres (TN), Clonidine hydrochloride (JP17/USP)	150, 151, 152
D00605	Guanabenz acetate (JP17/USP), Wytensin (TN)	150, 151, 152
D00606	Guanfacine hydrochloride (JAN/USP), Intuniv (TN), Tenex (TN)	150
D00607	Guanadrel sulfate (USP), Hylorel (TN)	146, 147, 148, 150, 151, 152
D00608	Cardura (TN), Doxazosin mesilate (JP17), Doxazosin mesylate (USAN)	146, 147, 148
D00609	Minipress (TN), Prazosin hydrochloride (JP17/USP)	146, 147, 148
D00610	Hytrin (TN), Terazosin hydrochloride (USAN), Terazosin hydrochloride hydrate (JAN)	146, 147, 148
D00611	Inversine (TN), Mecamylamine hydrochloride (USP)	1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 55584, 57053, 8973
D00612	Arfonad (TN), Trimetaphan camsilate (JAN/INN), Trimetaphan camsylate	57053
D00613	Corlopam (TN), Fenoldopam mesylate (USP)	1812
D00614	Nitropress (TN), Sodium nitroprusside (USP), Sodium nitroprusside hydrate (JAN)	 
D00615	Amlodipine besilate (JP17), Amlodipine besylate (USAN), Norvasc (TN)	775, 776, 778, 779
D00616	Cardizem (TN), Cartia XT (TN), Dilacor XR (TN), Dilt-CD (TN), Diltiazem hydrochloride (JP17/USP)	775, 776, 778, 779
D00617	Cardene (TN), Nicardipine hydrochloride (JP17/USAN)	775, 776, 778, 779
D00618	Nisoldipine (JAN/USAN/INN), Sular (TN)	775, 776, 778, 779
D00619	Calan (TN), Covera-hs (TN), Vasolan (TN), Verapamil hydrochloride (JP17/USP), Verelan (TN)	775, 776, 778, 779
D00620	Benazepril hydrochloride (JAN/USAN), Lotensin (TN)	1636
D00621	Enalapril maleate (JP17/USP), Renivace (TN), Vasotec (TN)	1636
D00622	Fosinopril sodium (USAN), Monopril (TN)	1636
D00623	Moexipril hydrochloride (USAN), Univasc (TN)	1636
D00624	Aceon (TN), Perindopril erbumine (JAN/USP)	1636
D00625	Glyset (TN), Miglitol (JP17/USAN/INN)	2548, 2595, 8972
D00626	Atacand (TN), Candesartan cilexetil (JP17/USAN)	185
D00627	Micardis (TN), Telmisartan (JP17/USAN/INN)	185
D00628	Osteo D (TN), Secalciferol (JAN/USAN/INN)	7421
D00629	Baypress (TN), Nitrendipine (JP17/USAN/INN)	775, 776, 778, 779
D00630	Imdur (TN), Ismo (TN), Isosorbide mononitrate (JP17/USP/INN)	 
D00631	Bepridil hydrochloride (USAN), Bepridil hydrochloride hydrate (JAN), Vascor (TN)	3741, 3752, 3757, 3760, 3762, 3764, 3767, 3768, 3784, 476, 477, 478, 480, 775, 776, 778, 779, 8911, 8912, 8913
D00632	Dobutamine hydrochloride (JP17/USP), Dobutrex (TN)	153
